0.034365187,-0.040746005,0.020649864,0.054788587,-0.058546837,0.041692827
-0.091280836,-0.053328787,0.02232784,0.022145385,-0.007897653,0.050770962
0.077962819,-0.063201289,-0.090941605,-0.08118214,0.002244699,-0.06651288
0.075118373,-0.074706285,-0.03778894,0.006852823,0.048754247,-0.019685138
0.041393556,0.091066037,0.088464364,0.006440568,0.06549687,0.03053585
-0.061572617,0.030639201,-0.003518715,-0.010023085,-0.014051323,-0.087900245
-0.039502377,-0.027349185,0.059566083,-0.036371098,0.064490542,-0.068409499
-0.042749092,-0.027648506,-0.027720691,0.052417204,0.02059429,-0.063749683
0.046451405,0.064272466,0.014645096,0.039807133,0.020540815,-0.023316754
-0.098787547,0.076187333,-0.052303549,0.042374895,0.018068622,-0.002003035
-0.055343973,0.076920399,0.072550354,0.033083526,-0.070098642,-0.08358634
0.030061297,0.055253009,-0.033125701,0.004776149,-0.040742894,-0.098355001
-0.083700768,-0.090090713,-0.058024372,-0.056757521,0.011526661,0.049669606
0.05641413,0.023420403,0.034001665,0.039498185,-0.099860506,0.098951137
0.035706101,-0.07620036,0.05816312,-0.065731453,0.053154208,0.094106137
-0.01749891,0.078012566,-0.034258636,-0.027688452,-0.080657085,0.004180502
-0.02276902,-0.082448795,0.05210928,-0.079186349,0.048557363,-0.060401425
0.060234848,-0.079281946,-0.062631753,0.029306066,0.069177171,0.085578787
-0.051590743,-0.047682614,-0.037256754,-0.087392677,0.09193479,0.016206828
0.060616945,-0.05104255,0.024574508,0.034062677,-0.045763891,-0.03247442
-0.022076917,-0.046606129,-0.073334834,0.08364233,0.083964839,0.056880375
-0.011083439,-0.003863387,0.007539626,0.026503598,0.04799244,0.047432325
-0.046828031,-0.03082337,0.094365238,0.061682342,0.002820056,0.026876403
0.012732733,-0.001147557,-0.084865213,-0.007123739,0.059140461,0.039289729
-0.072499341,0.008748761,0.039970345,-0.082772598,0.016447963,-0.030098411
-0.060279442,-0.066943352,-0.042903311,-0.024410861,-0.033332343,-0.002899756
0.039903335,0.045253906,-0.089229796,-0.092732444,0.092102191,0.099648019
-0.089070065,0.005215369,-0.074598177,0.044408573,0.012248863,-0.058768707
0.000725727,-0.012665985,-0.097429058,-0.091502598,0.040344045,-0.000981412
0.050786451,-0.041609967,-0.02869506,-0.004092888,-0.029084877,0.095155381
-0.008104002,0.058232278,-0.003103748,0.017948449,0.064219967,0.068329627
0.085665395,-0.095998215,0.034884907,0.056321397,0.048330005,-0.023580889
0.004486358,-0.016943192,0.026761824,0.04382632,-0.072821634,-0.027359902
-0.022319469,0.034117931,0.013142619,-0.074463849,-0.068653547,-0.092529868
0.084045577,-0.028347974,0.066930604,-0.043443904,-0.04143544,0.034385679
0.077774391,0.000188002,-0.039568759,-0.046604666,-0.074202652,0.075498082
0.044497272,-0.041793381,-0.075325641,0.00444027,0.04136826,0.066802508
0.077159873,0.048472925,-0.053792371,-0.013653154,0.056254754,-0.059721387
-0.037006114,-0.083568902,0.047805315,0.06132507,0.015442847,0.069291848
-0.079138661,-0.026119914,-0.066134484,-0.001149648,0.091802184,0.041329378
-0.000400922,0.035044179,0.079498114,0.004592738,-0.092501111,0.082934031
-0.017351807,-0.08594592,-0.046816552,0.000161342,0.068190289,0.033318172
0.045716727,0.069635105,-0.00032583,0.015613301,0.061820464,0.034376553
-0.062350654,-0.048799101,0.069572625,0.086897311,-0.046917649,-0.091381574
-0.043697078,0.028178269,0.091526606,-0.073185299,-0.093070102,0.064638767
-0.044529954,0.096488144,0.09564981,0.069931397,0.031480586,-0.038968802
0.003416948,0.04360266,0.006214568,0.089086252,-0.005361535,0.066622465
-0.077855901,0.038377596,0.082254758,-0.068665073,-0.076214439,-0.055422622
0.000711918,0.029765808,0.016680115,-0.027413371,0.068746351,0.03092407
-0.035993641,0.056564685,-0.040649563,-0.046619244,0.006742246,-0.07331921
-0.078263625,-0.08819461,-0.002508329,0.056645066,0.075113012,0.019244057
0.055791156,0.063512824,0.026132754,0.063935158,-0.057878456,-0.045631099
0.008134638,-0.081154951,-0.051841105,-0.019381634,-0.095319192,0.09634123
0.04746955,-0.040246662,0.091699259,-0.003414439,0.001669167,-0.056741667
0.08665959,-0.004487448,-0.065489271,-0.047550786,0.062132492,-0.026398512
0.059865001,-0.081699378,0.046416686,0.085803888,-0.059742051,-0.049253524
0.049013909,-0.041979202,-0.034396234,0.045770342,0.023599545,-0.033154508
0.007170881,-0.024242049,-0.001406417,0.013813436,-0.01171034,-0.014184762
0.033612549,0.075334936,0.001150506,-0.042314951,-0.019544788,-0.040594354
-0.084772696,-0.045061974,0.083882087,-0.022393636,0.029683935,-0.069692722
